Record file Pathname: c:\Users\PRODUCTION\Desktop\mesure ballant.txt
Start acquisition date: 03-23-2020 17:46:49
Sirrah working mode: PC7V MM1 EC10 DD384 DG505 DM505
Mode diagnostique: 0
Comment:

;Status B1;Date B1;Energie B1;Pulse B1;Theta B1;Phi B1;Theta' B1;Phi' B1;;Status B2;Date B2;Energie B2;Pulse B2;Theta B2;Phi B2;Theta' B2;Phi' B2;;Status B3;Date B3;Energie B3;Pulse B3;Theta B3;Phi B3;Theta' B3;Phi' B3;
;00;349929909;197;3;0.125;-0.016;-0.001;0.021;8c;349929911;0;0;0.000;0.000;0.000;0.000;8c;349929916;0;0;0.000;0.000;0.000;0.000;
;00;349930109;197;3;0.124;-0.016;-0.003;0.003;8c;349930111;0;0;0.000;0.000;0.000;0.000;8c;349930116;0;0;0.000;0.000;0.000;0.000;
;00;349930309;197;3;0.123;-0.016;-0.001;0.000;8c;349930311;0;0;0.000;0.000;0.000;0.000;8c;349930316;0;0;0.000;0.000;0.000;0.000;
;00;349930509;197;3;0.126;-0.015;0.004;0.003;8c;349930511;0;0;0.000;0.000;0.000;0.000;8c;349930516;0;0;0.000;0.000;0.000;0.000;
;00;349930709;197;3;0.123;-0.016;-0.004;-0.001;8c;349930711;0;0;0.000;0.000;0.000;0.000;8c;349930716;0;0;0.000;0.000;0.000;0.000;
;00;349930909;197;3;0.123;-0.015;0.001;0.000;8c;349930911;0;0;0.000;0.000;0.000;0.000;8c;349930916;0;0;0.000;0.000;0.000;0.000;
;00;349931109;197;3;0.126;-0.014;0.004;0.004;8c;349931111;0;0;0.000;0.000;0.000;0.000;8c;349931116;0;0;0.000;0.000;0.000;0.000;
;00;349931309;196;3;0.122;-0.017;-0.009;-0.004;8c;349931311;0;0;0.000;0.000;0.000;0.000;8c;349931316;0;0;0.000;0.000;0.000;0.000;
;00;349931509;197;3;0.127;-0.016;0.001;-0.003;8c;349931511;0;0;0.000;0.000;0.000;0.000;8c;349931516;0;0;0.000;0.000;0.000;0.000;
;00;349931709;197;3;0.126;-0.016;-0.003;0.000;8c;349931711;0;0;0.000;0.000;0.000;0.000;8c;349931716;0;0;0.000;0.000;0.000;0.000;
;00;349931909;197;3;0.125;-0.015;0.003;0.003;8c;349931911;0;0;0.000;0.000;0.000;0.000;8c;349931916;0;0;0.000;0.000;0.000;0.000;
;00;349932109;197;3;0.126;-0.014;0.001;0.003;8c;349932111;0;0;0.000;0.000;0.000;0.000;8c;349932116;0;0;0.000;0.000;0.000;0.000;
;00;349932309;197;3;0.125;-0.016;0.001;0.000;8c;349932311;0;0;0.000;0.000;0.000;0.000;8c;349932316;0;0;0.000;0.000;0.000;0.000;
;00;349932509;197;3;0.122;-0.017;-0.001;-0.003;8c;349932511;0;0;0.000;0.000;0.000;0.000;8c;349932516;0;0;0.000;0.000;0.000;0.000;
;00;349932709;197;3;0.124;-0.015;-0.006;-0.003;8c;349932711;0;0;0.000;0.000;0.000;0.000;8c;349932716;0;0;0.000;0.000;0.000;0.000;
;00;349932909;197;3;0.124;-0.015;-0.001;0.001;8c;349932911;0;0;0.000;0.000;0.000;0.000;8c;349932916;0;0;0.000;0.000;0.000;0.000;
;00;349933109;197;3;0.125;-0.016;0.000;0.001;8c;349933111;0;0;0.000;0.000;0.000;0.000;8c;349933116;0;0;0.000;0.000;0.000;0.000;
;00;349933309;197;3;0.124;-0.019;-0.001;-0.006;8c;349933311;0;0;0.000;0.000;0.000;0.000;8c;349933316;0;0;0.000;0.000;0.000;0.000;
;00;349933509;197;3;0.124;-0.013;0.001;0.007;8c;349933511;0;0;0.000;0.000;0.000;0.000;8c;349933516;0;0;0.000;0.000;0.000;0.000;
;00;349933709;197;3;0.124;-0.016;-0.003;0.000;8c;349933711;0;0;0.000;0.000;0.000;0.000;8c;349933716;0;0;0.000;0.000;0.000;0.000;
;00;349933909;197;3;0.124;-0.016;-0.004;-0.001;8c;349933911;0;0;0.000;0.000;0.000;0.000;8c;349933916;0;0;0.000;0.000;0.000;0.000;
;00;349934109;197;3;0.123;-0.013;0.001;0.003;8c;349934111;0;0;0.000;0.000;0.000;0.000;8c;349934116;0;0;0.000;0.000;0.000;0.000;
;00;349934309;197;3;0.125;-0.016;0.003;-0.003;8c;349934311;0;0;0.000;0.000;0.000;0.000;8c;349934316;0;0;0.000;0.000;0.000;0.000;
;00;349934509;197;3;0.124;-0.016;-0.003;-0.001;8c;349934511;0;0;0.000;0.000;0.000;0.000;8c;349934516;0;0;0.000;0.000;0.000;0.000;
;00;349934709;196;3;0.122;-0.014;-0.001;-0.001;8c;349934711;0;0;0.000;0.000;0.000;0.000;8c;349934716;0;0;0.000;0.000;0.000;0.000;
;00;349934909;197;3;0.125;-0.013;0.004;0.000;8c;349934911;0;0;0.000;0.000;0.000;0.000;8c;349934916;0;0;0.000;0.000;0.000;0.000;
;00;349935109;197;3;0.124;-0.014;0.000;0.003;8c;349935111;0;0;0.000;0.000;0.000;0.000;8c;349935116;0;0;0.000;0.000;0.000;0.000;

Stop acquisition date: 03-23-2020 17:47:24
